net,length_um
_04482_,6.86µm
_04713_,6.86µm
_04943_,6.86µm
_05328_,6.86µm
_05405_,6.86µm
_06107_,6.86µm
net197,6.86µm
_00025_,6.84µm
_00951_,6.84µm
_03081_,6.84µm
_04356_,6.84µm
_06132_,6.825µm
_00274_,6.82µm
_00552_,6.82µm
_04024_,6.82µm
_04106_,6.82µm
_04480_,6.82µm
_04561_,6.82µm
_04771_,6.82µm
_04848_,6.82µm
_05585_,6.82µm
_06003_,6.82µm
_06594_,6.82µm
_02729_,6.8µm
_00222_,6.79µm
_05916_,6.79µm
_00818_,6.785µm
_00389_,6.78µm
_01950_,6.78µm
_02071_,6.78µm
_03347_,6.78µm
_04660_,6.78µm
_05834_,6.78µm
_06581_,6.78µm
_06609_,6.78µm
w02[2],6.77µm
w03[5],6.77µm
_00056_,6.76µm
_00559_,6.76µm
_01118_,6.76µm
_02780_,6.76µm
_03448_,6.76µm
_05891_,6.76µm
_06665_,6.76µm
_04261_,6.745µm
_00292_,6.74µm
_00442_,6.74µm
_00505_,6.74µm
_00965_,6.74µm
_01088_,6.74µm
_01403_,6.74µm
_02167_,6.74µm
_02405_,6.74µm
_02662_,6.74µm
_02982_,6.74µm
_03218_,6.74µm
_03394_,6.74µm
_03530_,6.74µm
_03600_,6.74µm
_03650_,6.74µm
_03750_,6.74µm
_04515_,6.74µm
_04518_,6.74µm
_05074_,6.74µm
_05075_,6.74µm
_05406_,6.74µm
_05522_,6.74µm
_05523_,6.74µm
_06268_,6.74µm
_06277_,6.74µm
_00388_,6.72µm
_00507_,6.72µm
_00617_,6.72µm
_00624_,6.72µm
_00903_,6.72µm
_01684_,6.72µm
_02500_,6.72µm
_02650_,6.72µm
_03103_,6.72µm
_03424_,6.72µm
_03893_,6.72µm
_04085_,6.72µm
_04190_,6.72µm
_04259_,6.72µm
_04788_,6.72µm
_04799_,6.72µm
_05430_,6.72µm
_05820_,6.72µm
_06005_,6.72µm
_06084_,6.72µm
_06346_,6.72µm
_04967_,6.7µm
_06484_,6.7µm
y0[4],6.67µm
y1[5],6.67µm
_00212_,6.66µm
_00256_,6.66µm
_00433_,6.66µm
_01014_,6.66µm
_01085_,6.66µm
_02415_,6.66µm
_05096_,6.66µm
_05615_,6.66µm
_00309_,6.655µm
_00800_,6.64µm
_01087_,6.64µm
_01313_,6.64µm
_02004_,6.64µm
_02197_,6.64µm
_02339_,6.64µm
_02424_,6.64µm
_03737_,6.64µm
_04202_,6.64µm
_05400_,6.64µm
_05838_,6.64µm
_06055_,6.64µm
_06605_,6.64µm
_06815_,6.64µm
_01631_,6.62µm
_02614_,6.62µm
_02640_,6.62µm
_02849_,6.62µm
_03649_,6.62µm
_03822_,6.62µm
_04113_,6.62µm
_04990_,6.62µm
_05064_,6.62µm
_05712_,6.62µm
_06227_,6.62µm
_02862_,6.615µm
_02228_,6.605µm
_04007_,6.605µm
_00417_,6.6µm
_00440_,6.6µm
_00576_,6.6µm
_00764_,6.6µm
_00917_,6.6µm
_02136_,6.6µm
_02220_,6.6µm
_02394_,6.6µm
_02621_,6.6µm
_03233_,6.6µm
_03944_,6.6µm
_03955_,6.6µm
_04071_,6.6µm
_04926_,6.6µm
_05344_,6.6µm
_05590_,6.6µm
_06039_,6.6µm
_06044_,6.6µm
_06212_,6.6µm
_06352_,6.6µm
net726,6.6µm
_04741_,6.58µm
_05994_,6.58µm
w00[0],6.57µm
_00803_,6.565µm
w02[0],6.55µm
w03[0],6.55µm
w30[2],6.55µm
w32[0],6.55µm
x3[2],6.55µm
_01736_,6.54µm
_01925_,6.54µm
_02846_,6.54µm
_03142_,6.54µm
_03236_,6.54µm
_03940_,6.54µm
_00045_,6.52µm
_00382_,6.52µm
_01075_,6.52µm
_01316_,6.52µm
_01395_,6.52µm
_02271_,6.52µm
_02392_,6.52µm
_02623_,6.52µm
_02639_,6.52µm
_02705_,6.52µm
_03039_,6.52µm
_03287_,6.52µm
_04196_,6.52µm
_04292_,6.52µm
_04732_,6.52µm
_04751_,6.52µm
_05008_,6.52µm
_05307_,6.52µm
_05374_,6.52µm
_05624_,6.52µm
_05685_,6.52µm
_05788_,6.52µm
_05846_,6.52µm
_06211_,6.52µm
net760,6.52µm
_00465_,6.5µm
_00467_,6.5µm
_04290_,6.5µm
_05452_,6.5µm
_05743_,6.5µm
_00055_,6.48µm
_00517_,6.48µm
_01346_,6.48µm
_01815_,6.48µm
_05981_,6.48µm
_06204_,6.48µm
_06476_,6.435µm
w03[1],6.43µm
w31[1],6.43µm
_00285_,6.42µm
_01930_,6.42µm
_02922_,6.42µm
_03865_,6.42µm
_04750_,6.42µm
_04766_,6.42µm
_06409_,6.42µm
_06666_,6.42µm
_02299_,6.41µm
_00512_,6.4µm
_00889_,6.4µm
_01032_,6.4µm
_01127_,6.4µm
_01213_,6.4µm
_01375_,6.4µm
_01777_,6.4µm
_01875_,6.4µm
_02375_,6.4µm
_02581_,6.4µm
_02970_,6.4µm
_03262_,6.4µm
_03400_,6.4µm
_03446_,6.4µm
_03787_,6.4µm
_04136_,6.4µm
_04358_,6.4µm
_04945_,6.4µm
_05120_,6.4µm
_05217_,6.4µm
_05494_,6.4µm
_05976_,6.4µm
_06135_,6.4µm
_06373_,6.4µm
_06453_,6.4µm
_00228_,6.38µm
_01063_,6.38µm
_01859_,6.38µm
_03102_,6.38µm
_03241_,6.38µm
_03440_,6.38µm
_06113_,6.38µm
_03779_,6.365µm
_03804_,6.365µm
_05259_,6.36µm
_05871_,6.36µm
net648,6.36µm
net779,6.355µm
_01970_,6.35µm
_03957_,6.335µm
_06197_,6.33µm
y0[12],6.33µm
_00716_,6.32µm
_00768_,6.32µm
_02245_,6.32µm
_02535_,6.32µm
_03450_,6.32µm
_03926_,6.32µm
_03938_,6.32µm
_04609_,6.32µm
_04733_,6.32µm
_06243_,6.32µm
net176,6.32µm
w00[4],6.31µm
w02[6],6.31µm
w33[7],6.31µm
x0[5],6.31µm
_01126_,6.3µm
_01525_,6.3µm
_01566_,6.3µm
_01705_,6.3µm
_01809_,6.3µm
_02350_,6.3µm
_02522_,6.3µm
_03504_,6.3µm
_03555_,6.3µm
_04075_,6.3µm
_05175_,6.3µm
_05218_,6.3µm
_05290_,6.3µm
_05696_,6.3µm
_06173_,6.3µm
_06276_,6.3µm
_06461_,6.3µm
_06518_,6.3µm
_06606_,6.3µm
_00250_,6.28µm
_00251_,6.28µm
_00513_,6.28µm
_00587_,6.28µm
_00651_,6.28µm
_00699_,6.28µm
_00892_,6.28µm
_01048_,6.28µm
_01646_,6.28µm
_02388_,6.28µm
_02436_,6.28µm
_02504_,6.28µm
_02617_,6.28µm
_02736_,6.28µm
_03130_,6.28µm
_03431_,6.28µm
_03819_,6.28µm
_04038_,6.28µm
_04207_,6.28µm
_04213_,6.28µm
_05140_,6.28µm
_05320_,6.28µm
_05360_,6.28µm
_05658_,6.28µm
_05778_,6.28µm
_06673_,6.28µm
_01050_,6.275µm
_00269_,6.26µm
_01049_,6.26µm
_01305_,6.26µm
_01619_,6.26µm
_01878_,6.26µm
_02750_,6.26µm
_03175_,6.26µm
_04244_,6.26µm
_04337_,6.26µm
_04488_,6.26µm
_05692_,6.26µm
_05786_,6.26µm
_05982_,6.26µm
_06226_,6.26µm
_06497_,6.26µm
_06750_,6.26µm
net195,6.26µm
_04383_,6.24µm
w03[2],6.23µm
y0[10],6.21µm
y1[0],6.21µm
y2[4],6.21µm
_00899_,6.2µm
_01230_,6.2µm
_01612_,6.2µm
_02648_,6.2µm
_02977_,6.2µm
_03153_,6.2µm
_04655_,6.2µm
_04759_,6.2µm
_02196_,6.185µm
_00888_,6.18µm
_00997_,6.18µm
_01033_,6.18µm
_01580_,6.18µm
_01791_,6.18µm
_01957_,6.18µm
_01977_,6.18µm
_02231_,6.18µm
_02281_,6.18µm
_02353_,6.18µm
_02585_,6.18µm
_02972_,6.18µm
_03008_,6.18µm
_03065_,6.18µm
_03537_,6.18µm
_03582_,6.18µm
_04025_,6.18µm
_04062_,6.18µm
_04336_,6.18µm
_04597_,6.18µm
_04645_,6.18µm
_06241_,6.18µm
_06296_,6.18µm
_06487_,6.18µm
_00198_,6.16µm
_00338_,6.16µm
_00496_,6.16µm
_01345_,6.16µm
_01597_,6.16µm
_02311_,6.16µm
_03016_,6.16µm
_03046_,6.16µm
_03257_,6.16µm
_03572_,6.16µm
_03892_,6.16µm
_04364_,6.16µm
_00314_,6.14µm
_00390_,6.14µm
_00680_,6.14µm
_00732_,6.14µm
_02053_,6.14µm
_02304_,6.14µm
_03475_,6.14µm
_03978_,6.14µm
_03984_,6.14µm
_04187_,6.14µm
_04620_,6.14µm
_04904_,6.14µm
_05811_,6.14µm
_05992_,6.14µm
_02813_,6.12µm
w30[7],6.09µm
w32[7],6.09µm
x0[2],6.09µm
x3[6],6.09µm
_04110_,6.085µm
_01139_,6.08µm
_01598_,6.08µm
_01645_,6.08µm
_02184_,6.08µm
_02800_,6.08µm
_02957_,6.08µm
_03294_,6.08µm
_03782_,6.08µm
_03906_,6.08µm
_04166_,6.08µm
_04199_,6.08µm
_05130_,6.08µm
_05246_,6.08µm
_06655_,6.08µm
_01826_,6.06µm
_01882_,6.06µm
_02229_,6.06µm
_02291_,6.06µm
_02545_,6.06µm
_02553_,6.06µm
_02588_,6.06µm
_02834_,6.06µm
_03282_,6.06µm
_03337_,6.06µm
_04206_,6.06µm
_04335_,6.06µm
_04548_,6.06µm
_04575_,6.06µm
_05216_,6.06µm
_05383_,6.06µm
_06273_,6.06µm
_06332_,6.06µm
_06765_,6.06µm
net238,6.06µm
_00115_,6.04µm
_00144_,6.04µm
_00214_,6.04µm
_01470_,6.04µm
_05007_,6.04µm
_05762_,6.04µm
_06018_,6.04µm
_03586_,6.035µm
_00564_,6.02µm
_00876_,6.02µm
_02539_,6.02µm
_03757_,6.02µm
_04833_,6.02µm
_05092_,6.02µm
_03251_,6.005µm
_02316_,5.99µm
_00020_,5.985µm
_06191_,5.985µm
_04516_,5.98µm
_05314_,5.98µm
_05684_,5.98µm
_06379_,5.98µm
w00[7],5.97µm
w30[4],5.97µm
_00039_,5.96µm
_02420_,5.96µm
_02998_,5.96µm
_03723_,5.96µm
_06810_,5.96µm
_00368_,5.94µm
_00445_,5.94µm
_00832_,5.94µm
_00958_,5.94µm
_01284_,5.94µm
_01455_,5.94µm
_01555_,5.94µm
_01871_,5.94µm
_02031_,5.94µm
_02050_,5.94µm
_02406_,5.94µm
_02490_,5.94µm
_02708_,5.94µm
_02921_,5.94µm
_02944_,5.94µm
_03193_,5.94µm
_03385_,5.94µm
_03862_,5.94µm
_03979_,5.94µm
_04065_,5.94µm
_04235_,5.94µm
_04550_,5.94µm
_04715_,5.94µm
_05010_,5.94µm
_05258_,5.94µm
_05610_,5.94µm
_05881_,5.94µm
_06021_,5.94µm
_06115_,5.94µm
net933,5.94µm
_02119_,5.92µm
_02221_,5.92µm
_04372_,5.9µm
_06784_,5.9µm
_01708_,5.89µm
w01[0],5.87µm
w02[1],5.87µm
_01144_,5.86µm
_02385_,5.86µm
_02434_,5.86µm
_02764_,5.86µm
_04158_,5.86µm
_04448_,5.86µm
_04535_,5.86µm
_04646_,5.86µm
_04918_,5.86µm
_05282_,5.86µm
_05732_,5.86µm
_05925_,5.86µm
net187,5.86µm
_00392_,5.84µm
_00933_,5.84µm
_00992_,5.84µm
_01916_,5.84µm
_02345_,5.84µm
_03396_,5.84µm
_03523_,5.84µm
_03615_,5.84µm
_03755_,5.84µm
_03801_,5.84µm
_03842_,5.84µm
_04338_,5.84µm
_04511_,5.84µm
_04680_,5.84µm
_05364_,5.84µm
_05410_,5.84µm
_05517_,5.84µm
_06264_,5.84µm
_06321_,5.84µm
_06349_,5.84µm
_06615_,5.84µm
_06802_,5.84µm
net857,5.84µm
_00077_,5.82µm
_00242_,5.82µm
_00439_,5.82µm
_00506_,5.82µm
_00590_,5.82µm
_00668_,5.82µm
_01761_,5.82µm
_02116_,5.82µm
_02419_,5.82µm
_02707_,5.82µm
_03472_,5.82µm
_03492_,5.82µm
_03742_,5.82µm
_04070_,5.82µm
_04133_,5.82µm
_04203_,5.82µm
_04314_,5.82µm
_04605_,5.82µm
_04843_,5.82µm
_05260_,5.82µm
_05591_,5.82µm
_05931_,5.82µm
_05972_,5.82µm
_06126_,5.82µm
_06616_,5.82µm
_00650_,5.8µm
_01402_,5.8µm
_01483_,5.8µm
_02130_,5.8µm
_02429_,5.8µm
_03051_,5.8µm
_03499_,5.8µm
_03856_,5.8µm
_03878_,5.8µm
_03954_,5.8µm
_04671_,5.8µm
_04782_,5.8µm
_04855_,5.8µm
_05240_,5.8µm
_05960_,5.8µm
_06671_,5.8µm
net186,5.8µm
_00418_,5.78µm
_01005_,5.78µm
_02978_,5.76µm
_05238_,5.76µm
w03[3],5.75µm
_06618_,5.745µm
_00591_,5.74µm
_02073_,5.74µm
_02732_,5.74µm
_02766_,5.74µm
_03866_,5.74µm
_04066_,5.74µm
_04894_,5.74µm
_05647_,5.74µm
_05813_,5.74µm
_00468_,5.72µm
_00594_,5.72µm
_00700_,5.72µm
_01511_,5.72µm
_01528_,5.72µm
_01898_,5.72µm
_01956_,5.72µm
_02597_,5.72µm
_02714_,5.72µm
_02918_,5.72µm
_02943_,5.72µm
_03021_,5.72µm
_03534_,5.72µm
_03660_,5.72µm
_04466_,5.72µm
_04693_,5.72µm
_04808_,5.72µm
_05143_,5.72µm
_05716_,5.72µm
_05774_,5.72µm
_06077_,5.72µm
_06117_,5.72µm
_06669_,5.72µm
_06680_,5.72µm
net744,5.72µm
_00573_,5.7µm
_00864_,5.7µm
_01289_,5.7µm
_01444_,5.7µm
_01742_,5.7µm
_01824_,5.7µm
_03628_,5.7µm
_03790_,5.7µm
_03897_,5.7µm
_03975_,5.7µm
_05233_,5.7µm
_06109_,5.7µm
_06314_,5.7µm
_00441_,5.68µm
_00535_,5.68µm
_01386_,5.68µm
_02014_,5.68µm
_02105_,5.68µm
_02334_,5.68µm
_02882_,5.68µm
_04164_,5.68µm
_04568_,5.68µm
_06354_,5.68µm
_06412_,5.68µm
_06431_,5.68µm
_06696_,5.68µm
net226,5.68µm
net841,5.68µm
_06427_,5.66µm
y0[3],5.65µm
y3[12],5.65µm
y3[6],5.65µm
w00[2],5.63µm
_02330_,5.625µm
_00563_,5.62µm
_00912_,5.62µm
_01651_,5.62µm
_02403_,5.62µm
_00538_,5.61µm
_00241_,5.6µm
_00252_,5.6µm
_00489_,5.6µm
_00748_,5.6µm
_00816_,5.6µm
_00821_,5.6µm
_01392_,5.6µm
_01656_,5.6µm
_01753_,5.6µm
_01829_,5.6µm
_01835_,5.6µm
_01903_,5.6µm
_01914_,5.6µm
_02108_,5.6µm
_02293_,5.6µm
_02749_,5.6µm
_02835_,5.6µm
_03210_,5.6µm
_03616_,5.6µm
_03829_,5.6µm
_03918_,5.6µm
_04092_,5.6µm
_04402_,5.6µm
_04595_,5.6µm
_04839_,5.6µm
_04975_,5.6µm
_05491_,5.6µm
_05582_,5.6µm
_05856_,5.6µm
_06186_,5.6µm
_06591_,5.6µm
_06707_,5.6µm
net906,5.6µm
_01606_,5.595µm
_01712_,5.58µm
_01830_,5.58µm
_02005_,5.58µm
_02247_,5.58µm
_00364_,5.56µm
_00402_,5.56µm
_01432_,5.56µm
_03248_,5.56µm
_04332_,5.56µm
y0[11],5.53µm
y0[8],5.53µm
y2[5],5.53µm
y3[2],5.53µm
y3[4],5.53µm
y3[7],5.53µm
y3[9],5.53µm
_00010_,5.52µm
_00993_,5.52µm
_02282_,5.52µm
_02322_,5.52µm
_02826_,5.52µm
_04747_,5.52µm
net930,5.52µm
_00028_,5.5µm
_00158_,5.5µm
_00879_,5.5µm
_02314_,5.5µm
_04503_,5.5µm
_06451_,5.5µm
_06739_,5.5µm
net786,5.5µm
_05773_,5.485µm
_05775_,5.485µm
_00137_,5.48µm
_00164_,5.48µm
_00166_,5.48µm
_00268_,5.48µm
_00348_,5.48µm
_00474_,5.48µm
_01242_,5.48µm
_01592_,5.48µm
_02292_,5.48µm
_02509_,5.48µm
_02544_,5.48µm
_02852_,5.48µm
_03099_,5.48µm
_03549_,5.48µm
_03551_,5.48µm
_04115_,5.48µm
_04342_,5.48µm
_05107_,5.48µm
_05342_,5.48µm
_05721_,5.48µm
_06362_,5.48µm
_06410_,5.48µm
_06794_,5.48µm
_00372_,5.46µm
_01479_,5.46µm
_02068_,5.46µm
_02325_,5.46µm
_03478_,5.46µm
_03485_,5.46µm
_03608_,5.46µm
_05829_,5.46µm
w00[5],5.41µm
w00[6],5.41µm
w01[2],5.41µm
w03[4],5.41µm
w03[6],5.41µm
w10[7],5.41µm
w32[6],5.41µm
x3[1],5.41µm
_00234_,5.4µm
_00300_,5.4µm
_00425_,5.4µm
_00774_,5.4µm
_01336_,5.4µm
_01895_,5.4µm
_02090_,5.4µm
_02275_,5.4µm
_02530_,5.4µm
_02565_,5.4µm
_03131_,5.4µm
_03796_,5.4µm
_05957_,5.4µm
net848,5.4µm
_04340_,5.39µm
_00008_,5.38µm
_00037_,5.38µm
_00082_,5.38µm
_00689_,5.38µm
_02131_,5.38µm
_02661_,5.38µm
_02832_,5.38µm
_02965_,5.38µm
_04095_,5.38µm
_04520_,5.38µm
_05446_,5.38µm
_05672_,5.38µm
_06047_,5.38µm
_06436_,5.38µm
_06756_,5.38µm
net162,5.38µm
net191,5.38µm
net204,5.38µm
_00566_,5.36µm
_01503_,5.36µm
_01910_,5.36µm
_02651_,5.36µm
_02670_,5.36µm
_02900_,5.36µm
_02974_,5.36µm
_03063_,5.36µm
_03591_,5.36µm
_05034_,5.36µm
_05515_,5.36µm
_05617_,5.36µm
_06265_,5.36µm
_06329_,5.36µm
_06642_,5.36µm
_06664_,5.36µm
_01553_,5.355µm
_05996_,5.355µm
_04938_,5.345µm
_00741_,5.34µm
_00836_,5.34µm
_00839_,5.34µm
_01572_,5.34µm
_01586_,5.34µm
_02383_,5.34µm
_02495_,5.34µm
_02658_,5.34µm
_02660_,5.34µm
_02744_,5.34µm
_02781_,5.34µm
_03419_,5.34µm
_03507_,5.34µm
_03655_,5.34µm
_04219_,5.34µm
_04456_,5.34µm
_05057_,5.34µm
_05215_,5.34µm
_05857_,5.34µm
_05949_,5.34µm
_05980_,5.34µm
_06097_,5.34µm
_06571_,5.34µm
_06719_,5.34µm
net192,5.34µm
net936,5.34µm
y0[0],5.31µm
y0[1],5.31µm
y2[1],5.31µm
y2[2],5.31µm
y3[3],5.31µm
_03263_,5.29µm
_06025_,5.29µm
_06435_,5.29µm
w00[3],5.29µm
w33[6],5.29µm
x0[4],5.29µm
_05269_,5.285µm
_00286_,5.28µm
_00385_,5.28µm
_00653_,5.28µm
_01969_,5.28µm
_02446_,5.28µm
_02625_,5.28µm
_02804_,5.28µm
_04269_,5.28µm
_05305_,5.28µm
_05500_,5.28µm
_05905_,5.28µm
_06736_,5.28µm
_05710_,5.265µm
_00096_,5.26µm
_00711_,5.26µm
_00840_,5.26µm
_00931_,5.26µm
_00936_,5.26µm
_00961_,5.26µm
_01002_,5.26µm
_01623_,5.26µm
_01636_,5.26µm
_01714_,5.26µm
_01790_,5.26µm
_01948_,5.26µm
_02000_,5.26µm
_02127_,5.26µm
_02251_,5.26µm
_02476_,5.26µm
_02563_,5.26µm
_02573_,5.26µm
_03086_,5.26µm
_03128_,5.26µm
_03473_,5.26µm
_03491_,5.26µm
_04193_,5.26µm
_04653_,5.26µm
_04951_,5.26µm
_05159_,5.26µm
_05479_,5.26µm
_05804_,5.26µm
_05824_,5.26µm
_05884_,5.26µm
_06064_,5.26µm
_06141_,5.26µm
_06377_,5.26µm
_06477_,5.26µm
net755,5.26µm
_01122_,5.24µm
_02858_,5.24µm
_03053_,5.24µm
_03211_,5.24µm
_03824_,5.24µm
_04584_,5.24µm
_04679_,5.24µm
_06350_,5.24µm
_00218_,5.22µm
_00359_,5.22µm
_00483_,5.22µm
_00810_,5.22µm
_01068_,5.22µm
_01294_,5.22µm
_01709_,5.22µm
_01760_,5.22µm
_02664_,5.22µm
_02861_,5.22µm
_02901_,5.22µm
_02907_,5.22µm
_03369_,5.22µm
_03564_,5.22µm
_03620_,5.22µm
_03813_,5.22µm
_04567_,5.22µm
_05250_,5.22µm
_05720_,5.22µm
_05818_,5.22µm
_06515_,5.22µm
net225,5.22µm
w33[0],5.19µm
y2[6],5.19µm
_00208_,5.16µm
_00938_,5.16µm
_01043_,5.16µm
_01425_,5.16µm
_01904_,5.16µm
_02378_,5.16µm
_02465_,5.16µm
_02489_,5.16µm
_02756_,5.16µm
_03438_,5.16µm
_00227_,5.14µm
_00367_,5.14µm
_00575_,5.14µm
_00593_,5.14µm
_01123_,5.14µm
_01369_,5.14µm
_01415_,5.14µm
_01442_,5.14µm
_02097_,5.14µm
_02453_,5.14µm
_02561_,5.14µm
_02562_,5.14µm
_02567_,5.14µm
_03084_,5.14µm
_03161_,5.14µm
_03834_,5.14µm
_04049_,5.14µm
_04175_,5.14µm
_04275_,5.14µm
_04432_,5.14µm
_05283_,5.14µm
_05291_,5.14µm
_05897_,5.14µm
_06089_,5.14µm
_06292_,5.14µm
_06704_,5.14µm
_06786_,5.14µm
_06814_,5.14µm
_06112_,5.135µm
_03640_,5.12µm
_04077_,5.12µm
_04300_,5.12µm
_00070_,5.1µm
net847,5.1µm
w02[5],5.07µm
w02[7],5.07µm
w30[5],5.07µm
w33[1],5.07µm
w33[4],5.07µm
x0[0],5.07µm
_00642_,5.06µm
_00765_,5.06µm
_02401_,5.06µm
_05267_,5.06µm
_00178_,5.04µm
_02052_,5.04µm
_02884_,5.04µm
_03704_,5.04µm
_06202_,5.04µm
net991,5.04µm
_00721_,5.02µm
_00777_,5.02µm
_00791_,5.02µm
_01164_,5.02µm
_01249_,5.02µm
_01458_,5.02µm
_01544_,5.02µm
_01628_,5.02µm
_01808_,5.02µm
_01906_,5.02µm
_01949_,5.02µm
_02203_,5.02µm
_02349_,5.02µm
_02417_,5.02µm
_02418_,5.02µm
_02441_,5.02µm
_02498_,5.02µm
_02518_,5.02µm
_02611_,5.02µm
_03120_,5.02µm
_03657_,5.02µm
_03932_,5.02µm
_04409_,5.02µm
_04840_,5.02µm
_05361_,5.02µm
_05608_,5.02µm
_05611_,5.02µm
_05682_,5.02µm
_05830_,5.02µm
_05882_,5.02µm
_05910_,5.02µm
_06258_,5.02µm
_06322_,5.02µm
_06544_,5.02µm
_06598_,5.02µm
_06681_,5.02µm
_06717_,5.02µm
_00237_,5µm
_00565_,5µm
_00849_,5µm
_02632_,5µm
_03465_,5µm
_04125_,5µm
_06148_,5µm
_06569_,5µm
_00422_,4.99µm
w30[3],4.95µm
w33[5],4.95µm
x0[3],4.95µm
x3[4],4.95µm
x3[5],4.95µm
_00052_,4.94µm
_00167_,4.94µm
_00459_,4.94µm
_00778_,4.94µm
_01057_,4.94µm
_01739_,4.94µm
_01766_,4.94µm
_02051_,4.94µm
_03403_,4.94µm
_03980_,4.94µm
_04055_,4.94µm
_04129_,4.94µm
_04354_,4.94µm
_04909_,4.94µm
_05444_,4.94µm
_06478_,4.94µm
_06725_,4.94µm
_00012_,4.92µm
_00053_,4.92µm
_00183_,4.92µm
_00334_,4.92µm
_00476_,4.92µm
_00746_,4.92µm
_00868_,4.92µm
_00990_,4.92µm
_01717_,4.92µm
_01933_,4.92µm
_02042_,4.92µm
_02179_,4.92µm
_02669_,4.92µm
_02713_,4.92µm
_02845_,4.92µm
_03513_,4.92µm
_04008_,4.92µm
_04039_,4.92µm
_04060_,4.92µm
_04637_,4.92µm
_04661_,4.92µm
_05151_,4.92µm
_05255_,4.92µm
_05620_,4.92µm
_05668_,4.92µm
_05953_,4.92µm
_06024_,4.92µm
_06053_,4.92µm
_06636_,4.92µm
_06649_,4.92µm
net181,4.92µm
net741,4.92µm
net998,4.92µm
net1026,4.92µm
_02078_,4.91µm
_04137_,4.91µm
_00397_,4.9µm
_00469_,4.9µm
_00495_,4.9µm
_00595_,4.9µm
_00616_,4.9µm
_00742_,4.9µm
_01157_,4.9µm
_01259_,4.9µm
_01667_,4.9µm
_01987_,4.9µm
_02742_,4.9µm
_03072_,4.9µm
_03253_,4.9µm
_03501_,4.9µm
_04131_,4.9µm
_04268_,4.9µm
_05148_,4.9µm
_05578_,4.9µm
_05812_,4.9µm
_06158_,4.9µm
_06452_,4.9µm
_06595_,4.895µm
_00404_,4.88µm
_00409_,4.88µm
_00589_,4.88µm
_01531_,4.88µm
_02088_,4.88µm
_02107_,4.88µm
_02121_,4.88µm
_02252_,4.88µm
_02558_,4.88µm
_02710_,4.88µm
_03264_,4.88µm
_03381_,4.88µm
_03495_,4.88µm
_03972_,4.88µm
_04109_,4.88µm
_04327_,4.88µm
_04714_,4.88µm
_05261_,4.88µm
_05955_,4.88µm
_06274_,4.88µm
_06302_,4.88µm
_06311_,4.88µm
_06637_,4.88µm
_06722_,4.88µm
_06788_,4.88µm
net193,4.88µm
net241,4.88µm
_00944_,4.85µm
w30[0],4.85µm
w31[0],4.85µm
y0[7],4.85µm
y1[1],4.85µm
y1[2],4.85µm
y1[3],4.85µm
y2[0],4.85µm
y3[0],4.85µm
y3[11],4.85µm
y3[1],4.85µm
y3[5],4.85µm
y3[8],4.85µm
_02106_,4.83µm
_02126_,4.83µm
_01303_,4.825µm
_05414_,4.825µm
_01020_,4.82µm
_01460_,4.82µm
_02084_,4.82µm
_04026_,4.82µm
_04208_,4.82µm
_04512_,4.82µm
_04916_,4.82µm
_05294_,4.82µm
_05663_,4.805µm
_00060_,4.8µm
_00095_,4.8µm
_00509_,4.8µm
_00769_,4.8µm
_00887_,4.8µm
_00916_,4.8µm
_01128_,4.8µm
_01215_,4.8µm
_01306_,4.8µm
_01923_,4.8µm
_02019_,4.8µm
_02382_,4.8µm
_02479_,4.8µm
_02482_,4.8µm
_02784_,4.8µm
_02827_,4.8µm
_02871_,4.8µm
_02939_,4.8µm
_03178_,4.8µm
_03228_,4.8µm
_03395_,4.8µm
_03577_,4.8µm
_03578_,4.8µm
_03883_,4.8µm
_03945_,4.8µm
_04064_,4.8µm
_04367_,4.8µm
_04423_,4.8µm
_04463_,4.8µm
_04784_,4.8µm
_05229_,4.8µm
_05236_,4.8µm
_05245_,4.8µm
_05298_,4.8µm
_05345_,4.8µm
_05372_,4.8µm
_05411_,4.8µm
_05581_,4.8µm
_05737_,4.8µm
_05853_,4.8µm
_05962_,4.8µm
_06225_,4.8µm
_06372_,4.8µm
_06395_,4.8µm
_06508_,4.8µm
_06777_,4.8µm
_00626_,4.78µm
_01255_,4.78µm
_03260_,4.78µm
_04826_,4.78µm
_06287_,4.78µm
_06210_,4.765µm
_06785_,4.765µm
_00369_,4.76µm
_00484_,4.76µm
_00508_,4.76µm
_01253_,4.76µm
_01729_,4.76µm
_02233_,4.76µm
_02255_,4.76µm
_03805_,4.76µm
_03931_,4.76µm
_03963_,4.76µm
_04417_,4.76µm
_04427_,4.76µm
_05355_,4.76µm
_05607_,4.76µm
_05652_,4.76µm
_05707_,4.76µm
_06308_,4.76µm
_06675_,4.76µm
net165,4.76µm
net223,4.76µm
net753,4.76µm
net787,4.76µm
_00085_,4.755µm
_01534_,4.74µm
_00179_,4.73µm
w02[3],4.73µm
x0[7],4.73µm
x3[0],4.73µm
_01568_,4.7µm
_03626_,4.7µm
_03663_,4.7µm
_03766_,4.7µm
_06643_,4.7µm
_04074_,4.69µm
_01929_,4.685µm
_03851_,4.685µm
_06056_,4.685µm
_00009_,4.68µm
_00026_,4.68µm
_00647_,4.68µm
_00666_,4.68µm
_00758_,4.68µm
_01445_,4.68µm
_01613_,4.68µm
_02037_,4.68µm
_02193_,4.68µm
_02223_,4.68µm
_02812_,4.68µm
_03243_,4.68µm
