Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_136_624,VPWR,li1,293.0200,383.5200,1.793639
FILLER_136_602,VPWR,li1,282.9000,383.5200,1.793014
FILLER_136_589,VPWR,li1,277.3800,383.5200,1.793003
FILLER_136_580,VPWR,li1,274.1600,383.5200,1.793033
FILLER_136_563,VPWR,li1,265.1900,383.5200,1.793296
FILLER_136_533,VPWR,li1,250.9300,383.5200,1.793794
FILLER_136_518,VPWR,li1,245.6400,383.5200,1.793976
FILLER_136_507,VPWR,li1,239.2000,383.5200,1.794183
FILLER_136_499,VPWR,li1,235.2900,383.5200,1.794320
FILLER_136_475,VPWR,li1,224.2500,383.5200,1.794767
FILLER_136_469,VPWR,li1,222.6400,383.5200,1.794767
FILLER_136_457,VPWR,li1,215.9700,383.5200,1.795004
FILLER_136_449,VPWR,li1,213.9000,383.5200,1.795086
FILLER_136_445,VPWR,li1,210.4500,383.5200,1.795201
FILLER_136_437,VPWR,li1,208.3800,383.5200,1.795276
FILLER_136_414,VPWR,li1,197.3400,383.5200,1.796168
FILLER_136_407,VPWR,li1,192.9700,383.5200,1.796478
FILLER_136_403,VPWR,li1,191.8200,383.5200,1.796736
FILLER_136_391,VPWR,li1,188.1400,383.5200,1.797020
FILLER_136_378,VPWR,li1,180.0900,383.5200,1.797925
FILLER_136_370,VPWR,li1,177.5600,383.5200,1.798210
FILLER_136_351,VPWR,li1,168.3600,383.5200,1.798151
FILLER_136_335,VPWR,li1,159.8500,383.5200,1.797746
FILLER_136_321,VPWR,li1,154.1000,383.5200,1.797555
FILLER_136_309,VPWR,li1,150.4200,383.5200,1.797402
FILLER_136_305,VPWR,li1,146.5100,383.5200,1.797255
FILLER_136_296,VPWR,li1,142.1400,383.5200,1.797112
FILLER_136_288,VPWR,li1,138.2300,383.5200,1.797098
FILLER_136_265,VPWR,li1,128.1100,383.5200,1.797302
FILLER_136_253,VPWR,li1,124.6600,383.5200,1.797382
FILLER_136_251,VPWR,li1,121.2100,383.5200,1.797474
FILLER_136_245,VPWR,li1,119.6000,383.5200,1.797514
FILLER_136_238,VPWR,li1,115.4600,383.5200,1.797580
FILLER_136_230,VPWR,li1,111.5500,383.5200,1.797688
FILLER_136_226,VPWR,li1,110.4000,383.5200,1.797730
FILLER_136_214,VPWR,li1,106.7200,383.5200,1.797776
FILLER_136_171,VPWR,li1,84.4100,383.5200,1.798326
FILLER_136_165,VPWR,li1,82.8000,383.5200,1.798326
FILLER_136_153,VPWR,li1,78.6600,383.5200,1.798422
FILLER_136_141,VPWR,li1,73.1400,383.5200,1.798550
FILLER_136_139,VPWR,li1,69.6900,383.5200,1.798668
FILLER_136_133,VPWR,li1,68.0800,383.5200,1.798668
FILLER_136_121,VPWR,li1,63.9400,383.5200,1.798764
FILLER_136_109,VPWR,li1,58.4200,383.5200,1.798919
FILLER_136_97,VPWR,li1,52.9000,383.5200,1.799020
FILLER_136_85,VPWR,li1,47.3800,383.5200,1.799148
FILLER_136_83,VPWR,li1,43.9300,383.5200,1.799266
FILLER_136_77,VPWR,li1,42.3200,383.5200,1.799266
FILLER_136_65,VPWR,li1,38.1800,383.5200,1.799362
FILLER_136_53,VPWR,li1,32.6600,383.5200,1.799490
FILLER_136_41,VPWR,li1,27.1400,383.5200,1.799640
FILLER_136_29,VPWR,li1,21.6200,383.5200,1.799768
FILLER_136_27,VPWR,li1,18.1700,383.5200,1.799768
FILLER_136_15,VPWR,li1,15.1800,383.5200,1.799768
FILLER_136_3,VPWR,li1,9.6600,383.5200,1.799768
FILLER_135_821,VPWR,li1,383.8700,378.0800,1.798629
FILLER_135_809,VPWR,li1,380.4200,378.0800,1.798629
FILLER_135_797,VPWR,li1,374.9000,378.0800,1.798629
FILLER_135_785,VPWR,li1,369.3800,378.0800,1.798629
FILLER_135_783,VPWR,li1,365.9300,378.0800,1.798629
FILLER_135_777,VPWR,li1,364.3200,378.0800,1.798629
FILLER_135_765,VPWR,li1,360.1800,378.0800,1.798629
FILLER_135_753,VPWR,li1,354.6600,378.0800,1.798629
FILLER_135_741,VPWR,li1,349.1400,378.0800,1.798629
FILLER_135_729,VPWR,li1,343.6200,378.0800,1.798629
FILLER_135_720,VPWR,li1,338.5600,378.0800,1.798629
FILLER_135_715,VPWR,li1,334.8800,378.0800,1.798629
FILLER_135_700,VPWR,li1,329.3600,378.0800,1.798689
FILLER_135_693,VPWR,li1,324.5300,378.0800,1.798166
FILLER_135_685,VPWR,li1,322.4600,378.0800,1.797820
FILLER_135_670,VPWR,li1,314.1800,378.0800,1.796970
FILLER_135_638,VPWR,li1,300.8400,378.0800,1.795752
FILLER_135_629,VPWR,li1,295.7800,378.0800,1.795321
FILLER_135_617,VPWR,li1,292.1000,378.0800,1.795121
FILLER_135_615,VPWR,li1,288.6500,378.0800,1.795001
FILLER_135_603,VPWR,li1,285.6600,378.0800,1.794801
FILLER_135_585,VPWR,li1,274.8500,378.0800,1.794516
FILLER_135_573,VPWR,li1,271.8600,378.0800,1.794593
FILLER_135_561,VPWR,li1,266.3400,378.0800,1.794685
FILLER_135_559,VPWR,li1,262.8900,378.0800,1.794745
FILLER_135_547,VPWR,li1,259.9000,378.0800,1.794823
FILLER_135_538,VPWR,li1,253.9200,378.0800,1.794956
FILLER_135_529,VPWR,li1,249.0900,378.0800,1.795025
FILLER_135_517,VPWR,li1,246.1000,378.0800,1.795099
FILLER_135_505,VPWR,li1,240.5800,378.0800,1.795210
FILLER_135_492,VPWR,li1,234.6000,378.0800,1.795311
FILLER_135_480,VPWR,li1,229.0800,378.0800,1.795446
FILLER_135_468,VPWR,li1,223.5600,378.0800,1.795535
FILLER_135_464,VPWR,li1,219.1900,378.0800,1.795624
FILLER_135_456,VPWR,li1,217.1200,378.0800,1.795722
FILLER_135_444,VPWR,li1,209.9900,378.0800,1.796061
FILLER_135_432,VPWR,li1,207.0000,378.0800,1.796275
FILLER_135_421,VPWR,li1,201.0200,378.0800,1.796608
FILLER_135_409,VPWR,li1,196.4200,378.0800,1.797003
FILLER_135_383,VPWR,li1,182.3900,378.0800,1.798042
FILLER_135_375,VPWR,li1,178.2500,378.0800,1.798241
FILLER_135_369,VPWR,li1,176.6400,378.0800,1.798458
FILLER_135_357,VPWR,li1,172.5000,378.0800,1.798195
FILLER_135_337,VPWR,li1,161.4600,378.0800,1.797410
FILLER_135_335,VPWR,li1,159.8500,378.0800,1.797235
FILLER_135_331,VPWR,li1,158.0100,378.0800,1.797091
FILLER_135_327,VPWR,li1,156.8600,378.0800,1.797091
FILLER_135_318,VPWR,li1,153.1800,378.0800,1.796758
FILLER_135_281,VPWR,li1,135.7000,378.0800,1.795883
FILLER_135_265,VPWR,li1,129.2600,378.0800,1.795856
FILLER_135_257,VPWR,li1,123.9700,378.0800,1.795894
FILLER_135_249,VPWR,li1,120.2900,378.0800,1.796027
FILLER_135_245,VPWR,li1,119.1400,378.0800,1.796027
FILLER_135_233,VPWR,li1,115.4600,378.0800,1.796142
FILLER_135_223,VPWR,li1,108.3300,378.0800,1.796396
FILLER_135_217,VPWR,li1,106.7200,378.0800,1.796462
FILLER_135_190,VPWR,li1,94.7600,378.0800,1.796894
FILLER_135_178,VPWR,li1,87.6300,378.0800,1.797204
FILLER_135_169,VPWR,li1,83.9500,378.0800,1.797331
FILLER_135_167,VPWR,li1,82.5700,378.0800,1.797331
FILLER_135_161,VPWR,li1,80.9600,378.0800,1.797408
FILLER_135_149,VPWR,li1,76.8200,378.0800,1.797560
FILLER_135_137,VPWR,li1,71.3000,378.0800,1.797790
FILLER_135_125,VPWR,li1,65.7800,378.0800,1.797952
FILLER_135_113,VPWR,li1,60.2600,378.0800,1.798158
FILLER_135_111,VPWR,li1,56.8100,378.0800,1.798346
FILLER_135_105,VPWR,li1,55.2000,378.0800,1.798346
FILLER_135_93,VPWR,li1,51.0600,378.0800,1.798500
FILLER_135_81,VPWR,li1,45.5400,378.0800,1.798748
FILLER_135_69,VPWR,li1,40.0200,378.0800,1.798910
FILLER_135_57,VPWR,li1,34.5000,378.0800,1.799115
FILLER_135_55,VPWR,li1,31.0500,378.0800,1.799286
FILLER_135_51,VPWR,li1,29.9000,378.0800,1.799286
FILLER_135_39,VPWR,li1,26.2200,378.0800,1.799423
FILLER_135_27,VPWR,li1,20.7000,378.0800,1.799628
FILLER_135_15,VPWR,li1,15.1800,378.0800,1.799628
FILLER_135_3,VPWR,li1,9.6600,378.0800,1.799628
FILLER_134_821,VPWR,li1,383.8700,378.0800,1.798629
FILLER_134_813,VPWR,li1,381.3400,378.0800,1.798629
FILLER_134_811,VPWR,li1,378.8100,378.0800,1.798629
FILLER_134_805,VPWR,li1,377.2000,378.0800,1.798629
FILLER_134_793,VPWR,li1,373.0600,378.0800,1.798629
FILLER_134_781,VPWR,li1,367.5400,378.0800,1.798629
FILLER_134_769,VPWR,li1,362.0200,378.0800,1.798629
FILLER_134_757,VPWR,li1,356.5000,378.0800,1.798629
FILLER_134_753,VPWR,li1,352.5900,378.0800,1.798629
FILLER_134_741,VPWR,li1,349.1400,378.0800,1.798629
FILLER_134_729,VPWR,li1,343.6200,378.0800,1.798629
FILLER_134_701,VPWR,li1,328.4400,378.0800,1.798486
FILLER_134_699,VPWR,li1,327.2900,378.0800,1.798486
FILLER_134_686,VPWR,li1,321.5400,378.0800,1.797820
FILLER_134_664,VPWR,li1,311.1900,378.0800,1.796526
FILLER_134_641,VPWR,li1,301.0700,378.0800,1.795752
FILLER_134_629,VPWR,li1,297.6200,378.0800,1.795521
FILLER_134_614,VPWR,li1,290.7200,378.0800,1.795121
FILLER_134_602,VPWR,li1,285.2000,378.0800,1.794801
FILLER_134_593,VPWR,li1,278.5300,378.0800,1.794479
FILLER_134_565,VPWR,li1,265.8800,378.0800,1.794685
FILLER_134_557,VPWR,li1,263.5800,378.0800,1.794745
FILLER_134_545,VPWR,li1,258.9800,378.0800,1.794823
FILLER_134_533,VPWR,li1,253.4600,378.0800,1.794956
FILLER_134_531,VPWR,li1,250.0100,378.0800,1.795025
FILLER_134_527,VPWR,li1,248.8600,378.0800,1.795025
FILLER_134_515,VPWR,li1,245.1800,378.0800,1.795099
FILLER_134_495,VPWR,li1,235.9800,378.0800,1.795311
FILLER_134_491,VPWR,li1,231.6100,378.0800,1.795395
FILLER_134_487,VPWR,li1,230.4600,378.0800,1.795395
FILLER_134_477,VPWR,li1,225.6300,378.0800,1.795493
FILLER_134_473,VPWR,li1,223.7900,378.0800,1.795535
FILLER_134_465,VPWR,li1,221.2600,378.0800,1.795582
FILLER_134_451,VPWR,li1,213.6700,378.0800,1.795886
FILLER_134_439,VPWR,li1,210.2200,378.0800,1.796061
FILLER_134_431,VPWR,li1,204.0100,378.0800,1.796477
FILLER_134_421,VPWR,li1,199.6400,378.0800,1.796789
FILLER_134_419,VPWR,li1,198.4900,378.0800,1.796789
FILLER_134_407,VPWR,li1,195.5000,378.0800,1.797003
FILLER_134_392,VPWR,li1,186.0700,378.0800,1.797678
FILLER_134_380,VPWR,li1,183.0800,378.0800,1.797893
FILLER_134_365,VPWR,li1,175.2600,378.0800,1.798458
FILLER_134_360,VPWR,li1,172.0400,378.0800,1.798195
FILLER_134_345,VPWR,li1,166.0600,378.0800,1.797729
FILLER_134_333,VPWR,li1,161.4600,378.0800,1.797410
FILLER_134_317,VPWR,li1,152.0300,378.0800,1.796758
FILLER_134_309,VPWR,li1,149.5000,378.0800,1.796583
FILLER_134_305,VPWR,li1,146.5100,378.0800,1.796378
FILLER_134_293,VPWR,li1,141.6800,378.0800,1.796084
FILLER_134_274,VPWR,li1,133.4000,378.0800,1.795855
FILLER_134_262,VPWR,li1,128.8000,378.0800,1.795856
FILLER_134_250,VPWR,li1,120.9800,378.0800,1.795945
FILLER_134_242,VPWR,li1,118.6800,378.0800,1.796027
FILLER_134_229,VPWR,li1,111.3200,378.0800,1.796306
FILLER_134_210,VPWR,li1,103.5000,378.0800,1.796570
FILLER_134_205,VPWR,li1,100.0500,378.0800,1.796703
FILLER_134_197,VPWR,li1,97.9800,378.0800,1.796794
FILLER_134_166,VPWR,li1,82.1100,378.0800,1.797408
FILLER_134_160,VPWR,li1,80.5000,378.0800,1.797408
FILLER_134_148,VPWR,li1,76.3600,378.0800,1.797560
FILLER_134_139,VPWR,li1,69.6900,378.0800,1.797867
FILLER_134_133,VPWR,li1,68.0800,378.0800,1.797867
FILLER_134_121,VPWR,li1,63.9400,378.0800,1.798021
FILLER_134_109,VPWR,li1,58.4200,378.0800,1.798269
FILLER_134_97,VPWR,li1,52.9000,378.0800,1.798431
FILLER_134_85,VPWR,li1,47.3800,378.0800,1.798636
FILLER_134_83,VPWR,li1,43.9300,378.0800,1.798825
FILLER_134_77,VPWR,li1,42.3200,378.0800,1.798825
FILLER_134_65,VPWR,li1,38.1800,378.0800,1.798978
FILLER_134_53,VPWR,li1,32.6600,378.0800,1.799184
FILLER_134_41,VPWR,li1,27.1400,378.0800,1.799423
FILLER_134_29,VPWR,li1,21.6200,378.0800,1.799628
FILLER_134_27,VPWR,li1,18.1700,378.0800,1.799628
FILLER_134_15,VPWR,li1,15.1800,378.0800,1.799628
FILLER_134_3,VPWR,li1,9.6600,378.0800,1.799628
FILLER_133_821,VPWR,li1,383.8700,372.6400,1.799484
FILLER_133_809,VPWR,li1,380.4200,372.6400,1.799484
FILLER_133_797,VPWR,li1,374.9000,372.6400,1.799484
FILLER_133_785,VPWR,li1,369.3800,372.6400,1.799484
FILLER_133_781,VPWR,li1,365.4700,372.6400,1.799484
FILLER_133_769,VPWR,li1,362.0200,372.6400,1.799484
FILLER_133_757,VPWR,li1,356.5000,372.6400,1.799484
FILLER_133_745,VPWR,li1,350.9800,372.6400,1.799484
FILLER_133_733,VPWR,li1,345.4600,372.6400,1.799484
FILLER_133_723,VPWR,li1,338.3300,372.6400,1.799485
FILLER_133_664,VPWR,li1,312.8000,372.6400,1.798955
FILLER_133_652,VPWR,li1,308.2000,372.6400,1.798801
FILLER_133_643,VPWR,li1,301.9900,372.6400,1.798715
FILLER_133_631,VPWR,li1,298.5400,372.6400,1.798654
FILLER_133_623,VPWR,li1,292.3300,372.6400,1.798581
FILLER_133_611,VPWR,li1,286.8100,372.6400,1.798506
FILLER_133_603,VPWR,li1,284.7400,372.6400,1.798470
FILLER_133_598,VPWR,li1,281.0600,372.6400,1.798433
FILLER_133_586,VPWR,li1,277.8400,372.6400,1.798393
FILLER_133_574,VPWR,li1,272.3200,372.6400,1.798318
FILLER_133_569,VPWR,li1,267.4900,372.6400,1.798264
FILLER_133_561,VPWR,li1,265.4200,372.6400,1.798238
FILLER_133_556,VPWR,li1,262.2000,372.6400,1.798207
FILLER_133_542,VPWR,li1,255.0700,372.6400,1.798198
FILLER_133_534,VPWR,li1,253.0000,372.6400,1.798194
FILLER_133_503,VPWR,li1,237.1300,372.6400,1.798183
FILLER_133_495,VPWR,li1,235.0600,372.6400,1.798182
FILLER_133_483,VPWR,li1,227.9300,372.6400,1.798182
FILLER_133_479,VPWR,li1,226.7800,372.6400,1.798182
FILLER_133_467,VPWR,li1,223.1000,372.6400,1.798183
FILLER_133_455,VPWR,li1,215.0500,372.6400,1.798236
FILLER_133_449,VPWR,li1,213.4400,372.6400,1.798236
FILLER_133_445,VPWR,li1,210.9100,372.6400,1.798252
FILLER_133_433,VPWR,li1,207.4600,372.6400,1.798283
FILLER_133_419,VPWR,li1,198.7200,372.6400,1.798423
FILLER_133_401,VPWR,li1,190.2100,372.6400,1.798610
FILLER_133_393,VPWR,li1,188.1400,372.6400,1.798686
FILLER_133_389,VPWR,li1,185.1500,372.6400,1.798740
FILLER_133_356,VPWR,li1,169.7400,372.6400,1.798529
FILLER_133_337,VPWR,li1,163.3000,372.6400,1.798230
FILLER_133_335,VPWR,li1,159.8500,372.6400,1.798008
FILLER_133_329,VPWR,li1,158.2400,372.6400,1.798008
FILLER_133_317,VPWR,li1,154.1000,372.6400,1.797834
FILLER_133_305,VPWR,li1,148.5800,372.6400,1.797596
FILLER_133_298,VPWR,li1,143.0600,372.6400,1.797378
FILLER_133_290,VPWR,li1,140.7600,372.6400,1.797307
FILLER_133_281,VPWR,li1,136.1600,372.6400,1.797229
FILLER_133_279,VPWR,li1,134.0900,372.6400,1.797201
FILLER_133_275,VPWR,li1,132.9400,372.6400,1.797201
FILLER_133_263,VPWR,li1,129.2600,372.6400,1.797165
