net,length_um
_00269_,6.72µm
_00388_,6.72µm
_01517_,6.72µm
_01590_,6.72µm
_01619_,6.72µm
_01677_,6.72µm
_01943_,6.72µm
_02548_,6.72µm
_02750_,6.72µm
_03175_,6.72µm
_03289_,6.72µm
_04788_,6.72µm
_04945_,6.72µm
_05374_,6.72µm
_05820_,6.72µm
_06346_,6.72µm
_06398_,6.72µm
_06665_,6.72µm
_06744_,6.72µm
_02518_,6.7µm
_02995_,6.7µm
_03501_,6.7µm
_03955_,6.7µm
_01708_,6.69µm
_03330_,6.68µm
_06588_,6.68µm
y0[4],6.67µm
y1[5],6.67µm
_02039_,6.66µm
_02479_,6.66µm
_04250_,6.66µm
_05240_,6.66µm
_05921_,6.66µm
_02663_,6.65µm
_00883_,6.64µm
_01561_,6.64µm
_01685_,6.64µm
_01806_,6.64µm
_02004_,6.64µm
_02185_,6.64µm
_02197_,6.64µm
_02339_,6.64µm
_02522_,6.64µm
_02600_,6.64µm
_02972_,6.64µm
_03742_,6.64µm
_04200_,6.64µm
_04511_,6.64µm
_05061_,6.64µm
_05731_,6.64µm
_06467_,6.64µm
_06675_,6.64µm
_06689_,6.64µm
_02922_,6.63µm
_04261_,6.625µm
_00086_,6.62µm
_01091_,6.62µm
_01481_,6.62µm
_02614_,6.62µm
_02640_,6.62µm
_02708_,6.62µm
_03063_,6.62µm
_03822_,6.62µm
_04113_,6.62µm
_04990_,6.62µm
_05617_,6.62µm
_06089_,6.62µm
_06254_,6.62µm
_03916_,6.615µm
_00115_,6.6µm
_00417_,6.6µm
_00512_,6.6µm
_00576_,6.6µm
_00814_,6.6µm
_00917_,6.6µm
_00943_,6.6µm
_01985_,6.6µm
_02220_,6.6µm
_02578_,6.6µm
_02621_,6.6µm
_02801_,6.6µm
_02925_,6.6µm
_03051_,6.6µm
_03814_,6.6µm
_04534_,6.6µm
_04658_,6.6µm
_05448_,6.6µm
_06352_,6.6µm
_06563_,6.6µm
_01930_,6.59µm
_00810_,6.58µm
_06585_,6.58µm
w00[0],6.57µm
w02[0],6.55µm
w30[2],6.55µm
w32[0],6.55µm
x3[2],6.55µm
_04110_,6.545µm
_00879_,6.54µm
_01568_,6.54µm
_01925_,6.54µm
_00546_,6.53µm
_01631_,6.52µm
_01788_,6.52µm
_02551_,6.52µm
_02639_,6.52µm
_03337_,6.52µm
_03414_,6.52µm
_04184_,6.52µm
_04196_,6.52µm
_04292_,6.52µm
_04567_,6.52µm
_04712_,6.52µm
_05258_,6.52µm
_05337_,6.52µm
_05522_,6.52µm
_05685_,6.52µm
_06651_,6.52µm
_06106_,6.515µm
_00465_,6.5µm
_00467_,6.5µm
_03032_,6.5µm
_03257_,6.5µm
_03551_,6.5µm
_04290_,6.5µm
_04815_,6.5µm
_05500_,6.49µm
_01061_,6.48µm
_01116_,6.48µm
_01470_,6.48µm
_01815_,6.48µm
_02343_,6.48µm
_04550_,6.48µm
_05981_,6.48µm
_06204_,6.48µm
_06531_,6.48µm
_06632_,6.48µm
_00022_,6.445µm
_01535_,6.44µm
_06379_,6.44µm
w31[1],6.43µm
_00584_,6.42µm
_01924_,6.42µm
_03865_,6.42µm
_00322_,6.4µm
_01032_,6.4µm
_01036_,6.4µm
_01875_,6.4µm
_01896_,6.4µm
_02031_,6.4µm
_02944_,6.4µm
_03262_,6.4µm
_03400_,6.4µm
_03750_,6.4µm
_03787_,6.4µm
_04065_,6.4µm
_04260_,6.4µm
_04809_,6.4µm
_04928_,6.4µm
_04943_,6.4µm
_04994_,6.4µm
_05005_,6.4µm
_05136_,6.4µm
_05338_,6.4µm
_05900_,6.4µm
_06650_,6.4µm
_02068_,6.38µm
_02432_,6.38µm
_03102_,6.38µm
_03241_,6.38µm
_00564_,6.36µm
_04916_,6.36µm
_05291_,6.36µm
_06784_,6.36µm
_05031_,6.35µm
_05916_,6.33µm
y0[12],6.33µm
_02048_,6.32µm
_02289_,6.32µm
_02957_,6.32µm
_03450_,6.32µm
_03938_,6.32µm
_04638_,6.32µm
_05975_,6.32µm
_06090_,6.32µm
_06243_,6.32µm
_06267_,6.32µm
_06521_,6.32µm
_06609_,6.32µm
_05775_,6.31µm
w00[4],6.31µm
w02[6],6.31µm
w33[7],6.31µm
x0[5],6.31µm
_00028_,6.3µm
_00041_,6.3µm
_00559_,6.3µm
_01126_,6.3µm
_01525_,6.3µm
_01653_,6.3µm
_02350_,6.3µm
_03737_,6.3µm
_05486_,6.3µm
_05905_,6.3µm
_06173_,6.3µm
_06276_,6.3µm
_06476_,6.3µm
_06606_,6.3µm
_06611_,6.3µm
_05036_,6.29µm
_00242_,6.28µm
_00506_,6.28µm
_00513_,6.28µm
_00587_,6.28µm
_00590_,6.28µm
_01302_,6.28µm
_01592_,6.28µm
_02388_,6.28µm
_02398_,6.28µm
_03130_,6.28µm
_03463_,6.28µm
_03819_,6.28µm
_03979_,6.28µm
_04213_,6.28µm
_05260_,6.28µm
_05515_,6.28µm
_05635_,6.28µm
_05647_,6.28µm
_05897_,6.28µm
_06690_,6.28µm
_00055_,6.26µm
_00650_,6.26µm
_00677_,6.26µm
_02045_,6.26µm
_02285_,6.26µm
_02592_,6.26µm
_02723_,6.26µm
_03387_,6.26µm
_03972_,6.26µm
_04337_,6.26µm
_04488_,6.26µm
_04507_,6.26µm
_04536_,6.26µm
_05233_,6.26µm
_05692_,6.26µm
_05860_,6.26µm
_05982_,6.26µm
_06497_,6.26µm
_06600_,6.26µm
_06719_,6.26µm
net195,6.26µm
_05602_,6.24µm
w03[2],6.23µm
y0[10],6.21µm
y1[0],6.21µm
y2[3],6.21µm
y2[4],6.21µm
_00846_,6.2µm
_00899_,6.2µm
_01415_,6.2µm
_02083_,6.2µm
_02330_,6.2µm
_02764_,6.2µm
_02766_,6.2µm
_02977_,6.2µm
_02978_,6.2µm
_03153_,6.2µm
_04026_,6.2µm
_04240_,6.2µm
_05813_,6.2µm
_05834_,6.2µm
_02196_,6.185µm
_00425_,6.18µm
_00902_,6.18µm
_00931_,6.18µm
_00933_,6.18µm
_00958_,6.18µm
_01528_,6.18µm
_01957_,6.18µm
_01987_,6.18µm
_02145_,6.18µm
_02205_,6.18µm
_02231_,6.18µm
_02353_,6.18µm
_02943_,6.18µm
_03537_,6.18µm
_03582_,6.18µm
_03980_,6.18µm
_04062_,6.18µm
_04202_,6.18µm
_04336_,6.18µm
_04356_,6.18µm
_04466_,6.18µm
_04597_,6.18µm
_04767_,6.18µm
_05116_,6.18µm
_05383_,6.18µm
_05400_,6.18µm
_05716_,6.18µm
_05774_,6.18µm
_06241_,6.18µm
net223,6.18µm
_00096_,6.16µm
_00440_,6.16µm
_00496_,6.16µm
_02137_,6.16µm
_02567_,6.16µm
_03628_,6.16µm
_03922_,6.16µm
_04272_,6.16µm
_04784_,6.16µm
_05423_,6.16µm
_05712_,6.16µm
_00314_,6.14µm
_01145_,6.14µm
_01229_,6.14µm
_01371_,6.14µm
_01421_,6.14µm
_01513_,6.14µm
_01934_,6.14µm
_02053_,6.14µm
_02517_,6.14µm
_02858_,6.14µm
_03103_,6.14µm
_03150_,6.14µm
_03469_,6.14µm
_03978_,6.14µm
_03984_,6.14µm
_04904_,6.14µm
_05344_,6.14µm
_05811_,6.14µm
_05967_,6.14µm
_06044_,6.14µm
net189,6.14µm
net225,6.14µm
_02813_,6.12µm
_03554_,6.12µm
_04875_,6.12µm
_00368_,6.11µm
_06002_,6.11µm
_03913_,6.09µm
w30[7],6.09µm
w32[7],6.09µm
x0[2],6.09µm
x3[6],6.09µm
_00716_,6.08µm
_01139_,6.08µm
_01196_,6.08µm
_01598_,6.08µm
_02184_,6.08µm
_03906_,6.08µm
_05246_,6.08µm
_00009_,6.06µm
_00382_,6.06µm
_00816_,6.06µm
_01428_,6.06µm
_01777_,6.06µm
_01953_,6.06µm
_02229_,6.06µm
_02256_,6.06µm
_02545_,6.06µm
_02645_,6.06µm
_03161_,6.06µm
_03282_,6.06µm
_04206_,6.06µm
_04335_,6.06µm
_04521_,6.06µm
_04548_,6.06µm
_04575_,6.06µm
_05215_,6.06µm
_05446_,6.06µm
_05972_,6.06µm
_06454_,6.06µm
_06666_,6.06µm
_01063_,6.04µm
_03586_,6.035µm
_00321_,6.02µm
_00876_,6.02µm
_00877_,6.02µm
_01152_,6.02µm
_01746_,6.02µm
_02086_,6.02µm
_04829_,6.02µm
_04833_,6.02µm
_03418_,6.01µm
_06171_,6.01µm
_02509_,5.99µm
y2[2],5.99µm
_04516_,5.98µm
w00[7],5.97µm
w30[4],5.97µm
_00006_,5.96µm
_03734_,5.96µm
_04938_,5.945µm
_00098_,5.94µm
_00302_,5.94µm
_01305_,5.94µm
_01555_,5.94µm
_02108_,5.94µm
_02251_,5.94µm
_02375_,5.94µm
_02410_,5.94µm
_02611_,5.94µm
_02984_,5.94µm
_03023_,5.94µm
_03704_,5.94µm
_04235_,5.94µm
_05681_,5.94µm
_04709_,5.935µm
_00025_,5.92µm
_00085_,5.92µm
_00538_,5.92µm
_02119_,5.92µm
_02221_,5.92µm
_03297_,5.92µm
_04071_,5.92µm
_05120_,5.92µm
_05772_,5.92µm
_03779_,5.905µm
_03899_,5.9µm
_04387_,5.9µm
_05282_,5.9µm
_06191_,5.9µm
_02729_,5.88µm
_05734_,5.88µm
w01[0],5.87µm
w02[1],5.87µm
w03[0],5.87µm
w03[3],5.87µm
x0[0],5.87µm
_00892_,5.86µm
_00993_,5.86µm
_02245_,5.86µm
_02385_,5.86µm
_04145_,5.86µm
_04227_,5.86µm
_04646_,5.86µm
_05675_,5.86µm
_00392_,5.84µm
_00527_,5.84µm
_00689_,5.84µm
_00992_,5.84µm
_01118_,5.84µm
_01566_,5.84µm
_01580_,5.84µm
_01809_,5.84µm
_01916_,5.84µm
_02345_,5.84µm
_02742_,5.84µm
_02804_,5.84µm
_02834_,5.84µm
_03396_,5.84µm
_03615_,5.84µm
_03801_,5.84µm
_03842_,5.84µm
_04102_,5.84µm
_04254_,5.84µm
_04338_,5.84µm
_04363_,5.84µm
_04520_,5.84µm
_04660_,5.84µm
_04665_,5.84µm
_04808_,5.84µm
_05175_,5.84µm
_05364_,5.84µm
_05517_,5.84µm
_05696_,5.84µm
_05891_,5.84µm
_06264_,5.84µm
_06349_,5.84µm
_06116_,5.825µm
_00198_,5.82µm
_00251_,5.82µm
_00356_,5.82µm
_00439_,5.82µm
_00651_,5.82µm
_01377_,5.82µm
_01597_,5.82µm
_02670_,5.82µm
_02707_,5.82µm
_03115_,5.82µm
_03492_,5.82µm
_03950_,5.82µm
_04068_,5.82µm
_04133_,5.82µm
_04314_,5.82µm
_05563_,5.82µm
_05737_,5.82µm
_06077_,5.82µm
_06329_,5.82µm
_06452_,5.82µm
_03875_,5.815µm
_00617_,5.8µm
_00624_,5.8µm
_00748_,5.8µm
_00864_,5.8µm
_00944_,5.8µm
_01234_,5.8µm
_02429_,5.8µm
_02710_,5.8µm
_02744_,5.8µm
_03499_,5.8µm
_04547_,5.8µm
_05786_,5.8µm
_06102_,5.8µm
_06224_,5.8µm
net186,5.8µm
_00418_,5.78µm
_03071_,5.78µm
_00193_,5.745µm
_06618_,5.745µm
_00285_,5.74µm
_00591_,5.74µm
_00807_,5.74µm
_01450_,5.74µm
_01645_,5.74µm
_02073_,5.74µm
_02795_,5.74µm
_03866_,5.74µm
_04794_,5.74µm
_04942_,5.74µm
_04950_,5.74µm
_05111_,5.74µm
_05161_,5.74µm
_00306_,5.72µm
_00468_,5.72µm
_00547_,5.72µm
_00575_,5.72µm
_00666_,5.72µm
_01650_,5.72µm
_01956_,5.72µm
_01979_,5.72µm
_02131_,5.72µm
_02136_,5.72µm
_02436_,5.72µm
_02540_,5.72µm
_02714_,5.72µm
_02826_,5.72µm
_03065_,5.72µm
_03086_,5.72µm
_03482_,5.72µm
_03577_,5.72µm
_03660_,5.72µm
_03907_,5.72µm
_04353_,5.72µm
_05117_,5.72µm
_05298_,5.72µm
_05976_,5.72µm
_06064_,5.72µm
_06117_,5.72µm
_06296_,5.72µm
_06377_,5.72µm
_06434_,5.72µm
_06503_,5.72µm
_06745_,5.72µm
_05800_,5.71µm
_00268_,5.7µm
_00573_,5.7µm
_01170_,5.7µm
_01289_,5.7µm
_01429_,5.7µm
_01742_,5.7µm
_01949_,5.7µm
_02203_,5.7µm
_03790_,5.7µm
_03939_,5.7µm
_03975_,5.7µm
_04525_,5.7µm
_05693_,5.7µm
_06664_,5.7µm
_00699_,5.695µm
_00355_,5.68µm
_00441_,5.68µm
_01113_,5.68µm
_02148_,5.68µm
_02377_,5.68µm
_02901_,5.68µm
_03813_,5.68µm
_03931_,5.68µm
_04164_,5.68µm
_04480_,5.68µm
_04535_,5.68µm
_04704_,5.68µm
_05051_,5.68µm
_06362_,5.68µm
_06792_,5.68µm
_01395_,5.66µm
y0[3],5.65µm
y3[12],5.65µm
w00[2],5.63µm
_01540_,5.62µm
_03782_,5.62µm
_05608_,5.62µm
_05684_,5.62µm
_06427_,5.62µm
_06429_,5.605µm
_00227_,5.6µm
_00821_,5.6µm
_01235_,5.6µm
_01369_,5.6µm
_01752_,5.6µm
_01826_,5.6µm
_01829_,5.6µm
_02135_,5.6µm
_02588_,5.6µm
_02617_,5.6µm
_03616_,5.6µm
_03757_,5.6µm
_03829_,5.6µm
_03918_,5.6µm
_04049_,5.6µm
_04092_,5.6µm
_04307_,5.6µm
_04325_,5.6µm
_04383_,5.6µm
_04402_,5.6µm
_04595_,5.6µm
_04839_,5.6µm
_04893_,5.6µm
_05804_,5.6µm
_05856_,5.6µm
_05931_,5.6µm
_06186_,5.6µm
_06273_,5.6µm
_06369_,5.6µm
_06786_,5.6µm
_00175_,5.58µm
_03461_,5.58µm
_03597_,5.58µm
_03640_,5.58µm
_05185_,5.58µm
_05250_,5.58µm
_03804_,5.575µm
_00364_,5.56µm
_00402_,5.56µm
_00483_,5.56µm
_04332_,5.56µm
y0[11],5.53µm
y0[8],5.53µm
y2[5],5.53µm
y3[2],5.53µm
y3[4],5.53µm
y3[7],5.53µm
y3[9],5.53µm
_00642_,5.52µm
_03459_,5.52µm
_05925_,5.52µm
_06748_,5.52µm
_06118_,5.515µm
_01425_,5.5µm
_01760_,5.5µm
_02314_,5.5µm
_03127_,5.5µm
_04503_,5.5µm
_04750_,5.5µm
_05296_,5.5µm
_06202_,5.5µm
_05773_,5.485µm
_00166_,5.48µm
_00492_,5.48µm
_00721_,5.48µm
_01242_,5.48µm
_01265_,5.48µm
_01678_,5.48µm
_01808_,5.48µm
_01940_,5.48µm
_02064_,5.48µm
_02292_,5.48µm
_02406_,5.48µm
_02498_,5.48µm
_02535_,5.48µm
_02544_,5.48µm
_03099_,5.48µm
_03476_,5.48µm
_04115_,5.48µm
_05336_,5.48µm
_05410_,5.48µm
_05491_,5.48µm
_05529_,5.48µm
_05721_,5.48µm
_05836_,5.48µm
_05962_,5.48µm
_06067_,5.48µm
_06583_,5.48µm
_06681_,5.48µm
_00372_,5.46µm
_01966_,5.46µm
_02703_,5.46µm
_03248_,5.46µm
_03485_,5.46µm
_03608_,5.46µm
_04125_,5.46µm
_02138_,5.44µm
_06491_,5.44µm
w00[5],5.41µm
w00[6],5.41µm
w01[2],5.41µm
w03[4],5.41µm
w10[7],5.41µm
w32[6],5.41µm
w33[2],5.41µm
x3[1],5.41µm
_00052_,5.4µm
_00234_,5.4µm
_00495_,5.4µm
_01628_,5.4µm
_01970_,5.4µm
_02090_,5.4µm
_02275_,5.4µm
_03131_,5.4µm
_03981_,5.4µm
_04656_,5.4µm
_04822_,5.4µm
_06108_,5.4µm
_02113_,5.38µm
_02469_,5.38µm
_02478_,5.38µm
_02661_,5.38µm
_02669_,5.38µm
_02965_,5.38µm
_03523_,5.38µm
_04060_,5.38µm
_04944_,5.38µm
_06028_,5.38µm
_06343_,5.38µm
_06756_,5.38µm
net162,5.38µm
net176,5.38µm
net187,5.38µm
net191,5.38µm
_06785_,5.37µm
_00223_,5.36µm
_00566_,5.36µm
_00595_,5.36µm
_00758_,5.36µm
_01446_,5.36µm
_01906_,5.36µm
_02116_,5.36µm
_02194_,5.36µm
_02271_,5.36µm
_02651_,5.36µm
_02900_,5.36µm
_02974_,5.36µm
_03471_,5.36µm
_03591_,5.36µm
_05046_,5.36µm
_05278_,5.36µm
_05340_,5.36µm
_05578_,5.36µm
_05682_,5.36µm
_05968_,5.36µm
_06203_,5.36µm
_06265_,5.36µm
_01553_,5.355µm
_00253_,5.34µm
_00300_,5.34µm
_00618_,5.34µm
_00836_,5.34µm
_01086_,5.34µm
_01202_,5.34µm
_01536_,5.34µm
_02383_,5.34µm
_02656_,5.34µm
_02684_,5.34µm
_04219_,5.34µm
_04435_,5.34µm
_04456_,5.34µm
_04553_,5.34µm
_04701_,5.34µm
_05057_,5.34µm
_05857_,5.34µm
_05980_,5.34µm
_06332_,5.34µm
y0[0],5.31µm
y0[7],5.31µm
y1[1],5.31µm
y3[11],5.31µm
_03263_,5.29µm
w00[3],5.29µm
w33[6],5.29µm
x0[4],5.29µm
_05269_,5.285µm
_00288_,5.28µm
_00563_,5.28µm
_00653_,5.28µm
_01463_,5.28µm
_01689_,5.28µm
_01736_,5.28µm
_02446_,5.28µm
_02625_,5.28µm
_04066_,5.28µm
_04269_,5.28µm
_04593_,5.28µm
_04605_,5.28µm
_05408_,5.28µm
_00105_,5.26µm
_00360_,5.26µm
_00594_,5.26µm
_00711_,5.26µm
_00766_,5.26µm
_00840_,5.26µm
_00843_,5.26µm
_01002_,5.26µm
_01923_,5.26µm
_02014_,5.26µm
_02051_,5.26µm
_02281_,5.26µm
_02918_,5.26µm
_03193_,5.26µm
_03200_,5.26µm
_03222_,5.26µm
_04055_,5.26µm
_04064_,5.26µm
_04319_,5.26µm
_04415_,5.26µm
_04653_,5.26µm
_04783_,5.26µm
_04951_,5.26µm
_05115_,5.26µm
_05799_,5.26µm
_06097_,5.26µm
_06141_,5.26µm
_06312_,5.26µm
_06477_,5.26µm
_06660_,5.26µm
_06680_,5.26µm
_00480_,5.24µm
_03211_,5.24µm
_03260_,5.24µm
_03824_,5.24µm
_03832_,5.24µm
_04584_,5.24µm
_04676_,5.24µm
_05342_,5.24µm
_05673_,5.24µm
_06071_,5.24µm
_06132_,5.24µm
_00218_,5.22µm
_00273_,5.22µm
_00369_,5.22µm
_00390_,5.22µm
_00511_,5.22µm
_00732_,5.22µm
_01249_,5.22µm
_01282_,5.22µm
_01386_,5.22µm
_01709_,5.22µm
_01712_,5.22µm
_02664_,5.22µm
_03564_,5.22µm
_04620_,5.22µm
_05346_,5.22µm
_05818_,5.22µm
_05932_,5.22µm
_06311_,5.22µm
_06515_,5.22µm
_06712_,5.22µm
_06729_,5.22µm
net138,5.22µm
y2[6],5.19µm
y3[6],5.19µm
_00208_,5.16µm
_00945_,5.16µm
_01124_,5.16µm
_02332_,5.16µm
_02756_,5.16µm
_03154_,5.16µm
_03270_,5.16µm
_03843_,5.16µm
_04074_,5.16µm
_00252_,5.14µm
_00489_,5.14µm
_00593_,5.14µm
_00647_,5.14µm
_01017_,5.14µm
_01127_,5.14µm
_01345_,5.14µm
_01375_,5.14µm
_01411_,5.14µm
_01684_,5.14µm
_01903_,5.14µm
_01914_,5.14µm
_01928_,5.14µm
_02050_,5.14µm
_02223_,5.14µm
_03210_,5.14µm
_03495_,5.14µm
_04432_,5.14µm
_04450_,5.14µm
_04721_,5.14µm
_04896_,5.14µm
_04980_,5.14µm
_05277_,5.14µm
_05284_,5.14µm
_05919_,5.14µm
_06149_,5.14µm
net721,5.14µm
_06047_,5.135µm
_06112_,5.135µm
_03377_,5.12µm
_04077_,5.12µm
_04300_,5.12µm
_05958_,5.12µm
_00070_,5.1µm
_02539_,5.1µm
_02553_,5.1µm
_00241_,5.07µm
_06025_,5.07µm
w02[5],5.07µm
w02[7],5.07µm
w30[5],5.07µm
w33[1],5.07µm
w33[4],5.07µm
_01675_,5.06µm
_04747_,5.06µm
_05267_,5.06µm
_06177_,5.06µm
_00007_,5.04µm
_00158_,5.04µm
_01589_,5.04µm
_02420_,5.04µm
_03325_,5.04µm
_04613_,5.04µm
_00067_,5.02µm
_00338_,5.02µm
_00348_,5.02µm
_00365_,5.02µm
_00777_,5.02µm
_01053_,5.02µm
_01336_,5.02µm
_01458_,5.02µm
_01544_,5.02µm
_01889_,5.02µm
_01899_,5.02µm
_02529_,5.02µm
_02658_,5.02µm
_02926_,5.02µm
_03120_,5.02µm
_03549_,5.02µm
_03657_,5.02µm
_03762_,5.02µm
_03932_,5.02µm
_04038_,5.02µm
_04040_,5.02µm
_04256_,5.02µm
_04340_,5.02µm
_04409_,5.02µm
_04751_,5.02µm
_04802_,5.02µm
_05228_,5.02µm
_05624_,5.02µm
_05812_,5.02µm
_05830_,5.02µm
_06598_,5.02µm
_06717_,5.02µm
_00565_,5µm
_00849_,5µm
_01859_,5µm
_01939_,5µm
_02632_,5µm
_03646_,5µm
_03949_,5µm
_04494_,5µm
_04551_,5µm
_04782_,5µm
_06366_,5µm
_06435_,4.95µm
w30[3],4.95µm
w33[5],4.95µm
x0[3],4.95µm
x3[4],4.95µm
x3[5],4.95µm
_00167_,4.94µm
_00459_,4.94µm
_00774_,4.94µm
_00938_,4.94µm
_01315_,4.94µm
_01739_,4.94µm
_01766_,4.94µm
_02434_,4.94µm
_02867_,4.94µm
_03015_,4.94µm
_03403_,4.94µm
_03723_,4.94µm
_04129_,4.94µm
_04909_,4.94µm
_05218_,4.94µm
_05444_,4.94µm
_05459_,4.94µm
_05620_,4.94µm
_05957_,4.94µm
_05978_,4.94µm
_06478_,4.94µm
_00183_,4.92µm
_00334_,4.92µm
_00607_,4.92µm
_00936_,4.92µm
_00941_,4.92µm
_00965_,4.92µm
_01013_,4.92µm
_01057_,4.92µm
_01104_,4.92µm
_01472_,4.92µm
_01717_,4.92µm
_01933_,4.92µm
_02170_,4.92µm
_03008_,4.92µm
_03919_,4.92µm
_04095_,4.92µm
_04400_,4.92µm
_05081_,4.92µm
_05239_,4.92µm
_05847_,4.92µm
_06373_,4.92µm
_06460_,4.92µm
_06802_,4.92µm
net181,4.92µm
_06210_,4.91µm
_00077_,4.9µm
_00469_,4.9µm
_00616_,4.9µm
_01199_,4.9µm
_01247_,4.9µm
_01792_,4.9µm
_01910_,4.9µm
_02561_,4.9µm
_02968_,4.9µm
_03468_,4.9µm
_04131_,4.9µm
_05148_,4.9µm
_05241_,4.9µm
_05307_,4.9µm
_05835_,4.9µm
_06048_,4.9µm
_06158_,4.9µm
_06197_,4.9µm
_01626_,4.885µm
_00370_,4.88µm
_00432_,4.88µm
_00484_,4.88µm
_00727_,4.88µm
_01041_,4.88µm
_01514_,4.88µm
_01586_,4.88µm
_01706_,4.88µm
_02088_,4.88µm
_02252_,4.88µm
_02392_,4.88µm
_02558_,4.88µm
_02848_,4.88µm
_03264_,4.88µm
_03655_,4.88µm
_03805_,4.88µm
_03856_,4.88µm
_04109_,4.88µm
_04714_,4.88µm
_05261_,4.88µm
_05955_,4.88µm
_06271_,4.88µm
_06395_,4.88µm
_06627_,4.88µm
_06637_,4.88µm
_06722_,4.88µm
_06788_,4.88µm
net192,4.88µm
_03441_,4.855µm
_01009_,4.85µm
_05990_,4.85µm
w30[0],4.85µm
w31[0],4.85µm
y0[1],4.85µm
y1[2],4.85µm
y1[3],4.85µm
y2[0],4.85µm
y2[1],4.85µm
y3[0],4.85µm
y3[1],4.85µm
y3[3],4.85µm
y3[5],4.85µm
y3[8],4.85µm
_01014_,4.845µm
_01087_,4.84µm
_02126_,4.83µm
_04728_,4.825µm
_00233_,4.82µm
_01020_,4.82µm
_01460_,4.82µm
_02465_,4.82µm
_04192_,4.82µm
_04208_,4.82µm
_04512_,4.82µm
_04622_,4.82µm
_05164_,4.82µm
_05274_,4.82µm
_06374_,4.82µm
_06518_,4.82µm
_03786_,4.81µm
_01664_,4.805µm
_00060_,4.8µm
_00113_,4.8µm
_00281_,4.8µm
_00706_,4.8µm
_00769_,4.8µm
_00841_,4.8µm
_00916_,4.8µm
_00997_,4.8µm
_01045_,4.8µm
_01128_,4.8µm
_01206_,4.8µm
_01215_,4.8µm
_01281_,4.8µm
_01306_,4.8µm
_01557_,4.8µm
_01803_,4.8µm
_01961_,4.8µm
_01969_,4.8µm
_02097_,4.8µm
_02267_,4.8µm
_02323_,4.8µm
_02382_,4.8µm
_02482_,4.8µm
_02732_,4.8µm
_02791_,4.8µm
_02931_,4.8µm
_03228_,4.8µm
_03395_,4.8µm
_03578_,4.8µm
_03754_,4.8µm
_03883_,4.8µm
_03956_,4.8µm
_04134_,4.8µm
_04423_,4.8µm
_04463_,4.8µm
_04805_,4.8µm
_04813_,4.8µm
_05236_,4.8µm
_05874_,4.8µm
_05886_,4.8µm
_05926_,4.8µm
_06065_,4.8µm
_06225_,4.8µm
_06269_,4.8µm
_06301_,4.8µm
_06345_,4.8µm
_06508_,4.8µm
_06510_,4.8µm
_06523_,4.8µm
_06777_,4.8µm
_06794_,4.8µm
_00397_,4.78µm
_00626_,4.78µm
_02933_,4.78µm
_03293_,4.78µm
_06595_,4.78µm
_00161_,4.76µm
_00479_,4.76µm
_00491_,4.76µm
_00535_,4.76µm
_00964_,4.76µm
_01068_,4.76µm
_01253_,4.76µm
_01577_,4.76µm
_01729_,4.76µm
_02233_,4.76µm
_03118_,4.76µm
_03963_,4.76µm
_04417_,4.76µm
_04427_,4.76µm
_05355_,4.76µm
_05652_,4.76µm
_05707_,4.76µm
_05719_,4.76µm
_05720_,4.76µm
_05852_,4.76µm
_05895_,4.76µm
_06451_,4.76µm
net165,4.76µm
net205,4.76µm
net226,4.76µm
w02[3],4.73µm
x0[7],4.73µm
_01594_,4.7µm
_01904_,4.7µm
_01908_,4.7µm
_02439_,4.7µm
_02888_,4.7µm
_03438_,4.7µm
_03766_,4.7µm
_04707_,4.7µm
_04798_,4.7µm
_05122_,4.7µm
_06544_,4.7µm
_01606_,4.69µm
_03851_,4.685µm
_04763_,4.685µm
_05710_,4.685µm
_06056_,4.685µm
_00164_,4.68µm
_00963_,4.68µm
_01050_,4.68µm
_01651_,4.68µm
_01812_,4.68µm
_02019_,4.68µm
_02133_,4.68µm
_02193_,4.68µm
_02247_,4.68µm
_02349_,4.68µm
_02601_,4.68µm
_03243_,4.68µm
_03839_,4.68µm
_04088_,4.68µm
_04284_,4.68µm
_04371_,4.68µm
_04404_,4.68µm
_04422_,4.68µm
_04635_,4.68µm
_04836_,4.68µm
_05035_,4.68µm
_05146_,4.68µm
_05345_,4.68µm
_05933_,4.68µm
_06096_,4.68µm
_06190_,4.68µm
_06232_,4.68µm
_06350_,4.68µm
_06704_,4.68µm
_01585_,4.66µm
_02530_,4.66µm
_03016_,4.66µm
_06448_,4.655µm
_00381_,4.61µm
w03[6],4.61µm
w03[7],4.61µm
w30[6],4.61µm
x0[6],4.61µm
_00765_,4.6µm
_00904_,4.6µm
_02565_,4.6µm
_03406_,4.6µm
_04166_,4.6µm
_01948_,4.58µm
_02325_,4.58µm
_02741_,4.58µm
_04416_,4.58µm
_00185_,4.56µm
_00582_,4.56µm
_01117_,4.56µm
_01558_,4.56µm
_01701_,4.56µm
_02418_,4.56µm
_03205_,4.56µm
_03269_,4.56µm
_03306_,4.56µm
_03800_,4.56µm
_03912_,4.56µm
_04375_,4.56µm
_04532_,4.56µm
_04684_,4.56µm
_05853_,4.56µm
_05954_,4.56µm
_06236_,4.56µm
_06272_,4.56µm
_06676_,4.56µm
_06728_,4.56µm
_06815_,4.56µm
_00118_,4.54µm
_00857_,4.54µm
_01620_,4.54µm
_02062_,4.54µm
_02594_,4.54µm
_02638_,4.54µm
_05711_,4.54µm
_05767_,4.54µm
_06246_,4.54µm
_03473_,4.515µm
_00040_,4.48µm
_00454_,4.48µm
