Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_133_586,VPWR,li1,277.8400,372.6400,1.798396
FILLER_133_574,VPWR,li1,272.3200,372.6400,1.798294
FILLER_133_569,VPWR,li1,267.4900,372.6400,1.798233
FILLER_133_561,VPWR,li1,265.4200,372.6400,1.798200
FILLER_133_559,VPWR,li1,262.8900,372.6400,1.798196
FILLER_133_555,VPWR,li1,261.7400,372.6400,1.798211
FILLER_133_541,VPWR,li1,254.6100,372.6400,1.798240
FILLER_133_533,VPWR,li1,252.5400,372.6400,1.798254
FILLER_133_505,VPWR,li1,238.2800,372.6400,1.798343
FILLER_133_503,VPWR,li1,237.1300,372.6400,1.798343
FILLER_133_495,VPWR,li1,235.0600,372.6400,1.798356
FILLER_133_483,VPWR,li1,227.9300,372.6400,1.798410
FILLER_133_479,VPWR,li1,226.7800,372.6400,1.798410
FILLER_133_467,VPWR,li1,223.1000,372.6400,1.798434
FILLER_133_455,VPWR,li1,215.0500,372.6400,1.798524
FILLER_133_449,VPWR,li1,213.4400,372.6400,1.798524
